filename,surname,name,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,perf_clean,has_thumbnail,filepath_thumbnail,credits
edition25/edition25_sequence_14.mp4,Carmena,Antonio,M,1997,25th,1997-106,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition25/edition25_sequence_5.mp4,Carnicer Hijazo,Julia,F,1997,25th,1997-060,Spain,classical,Prix en esp¨¨ce,1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),Don Quichotte (le Corsaire),1,,
edition25/edition25_sequence_7.mp4,Cojocaru,Alina,F,1997,25th,1997-016,Romania,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition25/edition25_sequence_2.mp4,Lazebnikova,Natalia,F,1997,25th,1997-051,Ukraine,classical,,0,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),La Bayad¨¨re (le Corsaire),1,,
edition25/edition25_sequence_1.mp4,Moirt,Isabelle,F,1997,25th,1997-071,France,classical,,0,Coppelia - Act I,,,,Coppelia - Act I,Coppelia - Act 1,1,,
edition25/edition25_sequence_0.mp4,Nishida,Yuko,F,1997,25th,1997-054,Japan,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition25/edition25_sequence_11.mp4,Slavicky,Lukas,M,1997,25th,1997-098,Czech Republic,classical,,0,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition25/edition25_sequence_6.mp4,Sugano,Mayo,F,1997,25th,1997-059,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),La Bayad¨¨re (le Corsaire),1,,
edition25/edition25_sequence_8.mp4,Tally,Lyn,F,1997,25th,1997-079,USA,classical,Prix professionnel,1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),Paquita (le Corsaire),1,,
edition25/edition25_sequence_4.mp4,Tardy,Julie,F,1997,25th,1997-072,France,classical,Prix professionnel,1,Raymonda - Act II,,,,Raymonda - Act II,Raymonda - Act 2,1,,
edition25/edition25_sequence_3.mp4,Tykonovych,Kateryna,F,1997,25th,1997-003,Ukraine,classical,,0,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition25/edition25_sequence_12.mp4,Vassiliev,Andrei,M,1997,25th,1997-118,Russia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"La Sylphide, James, acte 2.",,,,"La Sylphide, James, acte 2.",La Sylphide James Act 2,1,,
edition25/edition25_sequence_13.mp4,Vogel,Friedemann,M,1997,25th,1997-110,Germany,classical,Prix en esp¨¨ce,1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition25/edition25_sequence_10.mp4,Voranger,Fabien,M,1997,25th,1997-097,France,classical,Prix Espoir (Prix de Lausanne),1,"La Sylphide, James, acte 1.",,,,"La Sylphide, James, acte 1.",La Sylphide James Act 1,1,,
edition25/edition25_sequence_9.mp4,Wishinski,Melissa,F,1997,25th,1997-010,USA,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition26/edition26_sequence_10.mp4,Dancer,Anne,F,1998,26th,1998_A,France,classical,,0,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),Paquita (le Corsaire),1,,
edition26/edition26_sequence_12.mp4,Kikuchi,Ayako,F,1998,26th,1998_B,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),Paquita (le Corsaire),1,,
edition26/edition26_sequence_18.mp4,Kopinski,Michael,M,1998,26th,1998_C,Poland,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Swan Lake - Act III Black Swan Pas de Deux,,,,Swan Lake - Act III Black Swan Pas de Deux,Swan Lake - Act 3 Black Swan Pas De Deux,1,,
edition26/edition26_sequence_16.mp4,Megrabian,Arsen,M,1998,26th,1998_D,Armenia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,The Nutcracker - Act II,,,,The Nutcracker - Act II,The Nutcracker - Act 2,1,,
edition26/edition26_sequence_19.mp4,Mikaeljan,Tigran,M,1998,26th,1998_F,Armenia,classical,Prix professionnel,1,"Once Again - Paul Hindemith, Philipp Egli.",,,,"Once Again - Paul Hindemith, Philipp Egli.",Once Again - Paul Hindemith Philipp Egli,1,,
edition26/edition26_sequence_13.mp4,Muroo,Yukiko,F,1998,26th,1998_G,Japan,classical,,0,Giselle,,,,Giselle,Giselle,1,,
edition26/edition26_sequence_20.mp4,Stegli,Yohan,M,1998,26th,1998_H,France,classical,Prix en esp¨¨ces,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition26/edition26_sequence_7.mp4,Tamaccio,V¨¦ronique,F,1998,26th,1998_I,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Act II,,,,Raymonda - Act II,Raymonda - Act 2,1,,
edition26/edition26_sequence_11.mp4,Tanaka,Asako,F,1998,26th,1998_H,Japan,classical,Prix en esp¨¨ces,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition26/edition26_sequence_6.mp4,Uemura,Ma?ko,F,1998,26th,1998_J,Japan,classical,Prix Espoir (Prix de Lausanne),1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),Don Quichotte (le Corsaire),1,,
edition26/edition26_sequence_15.mp4,Vandamme,Agalie,F,1998,26th,1998_K,Belgium,classical,,0,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition26/edition26_sequence_9.mp4,Viheri?ranta,Anu,F,1998,26th,1998_L,Finland,classical,Prix Espoir (Prix de Lausanne),1,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),La Bayad¨¨re (le Corsaire),1,,
edition26/edition26_sequence_14.mp4,W¨¹nsche,Katja,F,1998,26th,1998_M,Germany,classical,Prix en esp¨¨ces-Prix des t¨¦l¨¦spectateurs,1,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),La Bayad¨¨re (le Corsaire),1,,
edition26/edition26_sequence_17.mp4,Yokozeki,Yuichiro,M,1998,26th,1998_N,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),Don Quichotte (le Corsaire),1,,
edition27/edition27_sequence_13.mp4,Blanco Casquete,Clara,F,1999,27th,1999-008,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,Coppelia - Act 1,1,,
edition27/edition27_sequence_5.mp4,Bykanova,Alla,F,1999,27th,1999-068,Russia,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition27/edition27_sequence_9.mp4,Cornish,Kate,F,1999,27th,1999-036,Australia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition27/edition27_sequence_0.mp4,Genow,Maximilian,M,1999,27th,1999-118,Austria,classical,,0,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition27/edition27_sequence_3.mp4,Guggi,Laetitia,F,1999,27th,1999-003,Switzerland,classical,Prix du meilleur Suisse-Prix des t¨¦l¨¦spectateurs,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition27/edition27_sequence_2.mp4,Hirano,Keiichi,M,1999,27th,1999-121,Japan,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition27/edition27_sequence_7.mp4,Kambe,Rina,F,1999,27th,1999-017,Japan,classical,Prix d'interpr¨¦tation contemporaine-Prix Espoir (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition27/edition27_sequence_14.mp4,Karapetyan,Davit,M,1999,27th,1999-120,Armenia,classical,Prix de Lausanne Stage professionnel,1,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition27/edition27_sequence_12.mp4,Kojiri,Kenta,M,1999,27th,1999-123,Japan,classical,Prix de Lausanne Stage professionnel,1,"La Sylphide, James, 1er acte.",,,,"La Sylphide, James, 1er acte.",La Sylphide James Act 1,1,,
edition27/edition27_sequence_1.mp4,Kozachenko,Kateryna,F,1999,27th,1999-004,Ukraine,classical,,0,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition27/edition27_sequence_10.mp4,Krenstetter,Rainer,M,1999,27th,1999-108,Austria,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition27/edition27_sequence_4.mp4,Nemoto,Shumpei,M,1999,27th,1999-103,Japan,classical,Prix Espoir (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition27/edition27_sequence_8.mp4,Pontvianne,Pierre,M,1999,27th,1999-124,France,classical,Prix de Lausanne Stage professionnel,1,"La Sylphide, James, 1er acte.",,,,"La Sylphide, James, 1er acte.",La Sylphide James Act 1,1,,
edition27/edition27_sequence_11.mp4,Sarkissova,Karina,F,1999,27th,1999-007,Russia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition27/edition27_sequence_6.mp4,Veguini,Denis,M,1999,27th,1999-110,Russia,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition28/edition28_sequence_16.mp4,Chung,Frances,F,2000,28th,2000-054,Canada,classical,Primes d'encouragement,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition28/edition28_sequence_19.mp4,Fang,Zhong-Jing,F,2000,28th,2000-055,China,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition28/edition28_sequence_18.mp4,Kajiya,Yuriko,F,2000,28th,2000-012,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1,,
edition28/edition28_sequence_9.mp4,Kheilik,Sergej,M,2000,28th,2000-134,Russia,classical,Prix Espoir (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition28/edition28_sequence_13.mp4,Kida,Mariko,F,2000,28th,2000-058,Japan,classical,Prix de Lausanne Stage professionnel,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition28/edition28_sequence_7.mp4,M¨¹hlbauer,Sandra,F,2000,28th,2000-028,Austria,classical,Primes d'encouragement,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition28/edition28_sequence_17.mp4,Onuki,Masayoshi,M,2000,28th,2000-153,Japan,classical,Prix de Lausanne Stage professionnel,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition28/edition28_sequence_10.mp4,Osadcenko,Anna,F,2000,28th,2000-024,Germany,classical,Prix Espoir (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition28/edition28_sequence_14.mp4,Sakachi,Ami,F,2000,28th,2000-001,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition28/edition28_sequence_11.mp4,Schoch,Claudine,F,2000,28th,2000-083,Switzerland,classical,Prix du meilleur Suisse/Prix sp¨¦cial d'encouragement,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition28/edition28_sequence_20.mp4,Shimizu,Kenta,M,2000,28th,2000-135,Japan,classical,Prix de Lausanne Stage professionnel-Prix d'interpr¨¦tation contemporaine,1,"La Sylphide: James, 1er acte",,,,"La Sylphide: James, 1er acte",La Sylphide - James Act 1,1,,
edition28/edition28_sequence_12.mp4,Verbruggen,Jeroen,M,2000,28th,2000-140,Belgium,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"La Sylphide: James, 1er acte",,,,"La Sylphide: James, 1er acte",La Sylphide - James Act 1,1,,
edition28/edition28_sequence_8.mp4,Yao,Wei,F,2000,28th,2000-031,China,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition28/edition28_sequence_15.mp4,Yokoi,Priscilla,F,2000,28th,2000-067,Brazil,classical,Primes d'encouragement,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition29/edition29_sequence_3.mp4,Callender,Cornell,M,2001,29th,2001-123,USA,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition29/edition29_sequence_10.mp4,Dayanova,Sarah Kora,F,2001,29th,2001-047,Switzerland,classical,,0,Giselle,,,,Giselle,Giselle,1,,
edition29/edition29_sequence_6.mp4,Domratcheva,Natalia,F,2001,29th,2001-061,Russia,classical,Prix de Lausanne Stage professionnel,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition29/edition29_sequence_13.mp4,Garcia Castilla,Jaime,M,2001,29th,2001_A,Spain,classical,Prix de Lausanne Stage professionnel,1,Giselle - Act II - Albrecht,,,,Giselle - Act II - Albrecht,Giselle - Act 2 - Albrecht,1,,
edition29/edition29_sequence_5.mp4,Hirano,Ryoichi,M,2001,29th,2001-118,Japan,classical,Prix de Lausanne Stage professionnel,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition29/edition29_sequence_0.mp4,Hirata,Momoko,F,2001,29th,2001-017,Japan,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition29/edition29_sequence_7.mp4,Johnson,Jerome,M,2001,29th,2001-122,USA,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition29/edition29_sequence_1.mp4,Kalabine,Nikolai,M,2001,29th,2001-120,Russia,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition29/edition29_sequence_2.mp4,Kuranaga,Misa,F,2001,29th,2001-087,Japan,classical,Prix de Lausanne Stage professionnel,1,Giselle,,,,Giselle,Giselle,1,,
edition29/edition29_sequence_8.mp4,Kusen,Natasha,F,2001,29th,2001-058,Australia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition29/edition29_sequence_9.mp4,Michanek,Sebastian,M,2001,29th,2001-117,Sweden,classical,,0,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition29/edition29_sequence_11.mp4,Ondiviela,Ludovic,M,2001,29th,2001-102,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,La Sylphide: James,,,,La Sylphide: James,La Sylphide - James,1,,
edition29/edition29_sequence_12.mp4,Rachedi,Louisa,F,2001,29th,2001_B,France,classical,Prix Espoir (Prix de Lausanne),1,La Bayad¨¨re - Gamzatti variation,,,,La Bayad¨¨re - Gamzatti variation,La Bayad¨¨re - Gamzatti Variation,1,,
edition29/edition29_sequence_4.mp4,Strongin,Lauren,F,2001,29th,2001-077,USA,classical,,0,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition29/edition29_sequence_14.mp4,Tanatanit,Sarawanee,F,2001,29th,2001_C,Thailand,classical,Prix de Lausanne Stage professionnel,1,Raymonda - Tableau du R¨ºve,,,,Raymonda - Tableau du R¨ºve,Raymonda - Tableau Du R¨ºve,1,,
edition30/edition30_sequence_2.mp4,Arman,Grigoryan,M,2002,30th,2002-116,Armenia,classical,Primes d'encouragement,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition30/edition30_sequence_6.mp4,Cho,Soo Youn,F,2002,30th,2002-019,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle,,,,Giselle,Giselle,1,,
edition30/edition30_sequence_9.mp4,Choe,Yuhui,F,2002,30th,2002-070,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix d'interpr¨¦tation contemporaine,1,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition30/edition30_sequence_14.mp4,Golding,Matthew,M,2002,30th,2002-111,Canada,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition30/edition30_sequence_12.mp4,Han,Sang-Yi,F,2002,30th,2002-035,South Korea,classical,Primes d'encouragement,1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition30/edition30_sequence_0.mp4,Kang,Hyo-Jung,F,2002,30th,2002-053,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition30/edition30_sequence_13.mp4,Kochetkova,Maria,F,2002,30th,2002-093,Russia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition30/edition30_sequence_7.mp4,Matsuura,Yurie,F,2002,30th,2002-033,Japan,classical,Primes d'encouragement,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition30/edition30_sequence_5.mp4,Safronkine,Vitali,M,2002,30th,2002-118,Russia,classical,Primes d'encouragement,1,La Sylphide: James,,,,La Sylphide: James,La Sylphide - James,1,,
edition30/edition30_sequence_10.mp4,Sidorova,Milena,F,2002,30th,2002-003,Ukraine,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,La Bayad¨¨re - Gamsatti,,,,La Bayad¨¨re - Gamsatti,La Bayad¨¨re - Gamsatti,1,,
edition30/edition30_sequence_3.mp4,Smith,Ginger,F,2002,30th,2002-077,USA,classical,Primes d'encouragement,1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition30/edition30_sequence_1.mp4,Takeda,Hitomi,F,2002,30th,2002-005,Japan,classical,Prix Espoir (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition30/edition30_sequence_8.mp4,Tamazlacaru,Dinu,M,2002,30th,2002-123,Moldavia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition30/edition30_sequence_4.mp4,Yu,Seo-Yeon,F,2002,30th,2002-038,South Korea,classical,Primes d'encouragement,1,Raymonda - Tableau du R¨ºve - Act 1,,,,Raymonda - Tableau du R¨ºve - Act 1,Raymonda - Tableau Du R¨ºve - Act 1,1,,
edition31/edition31_sequence_1.mp4,Campbell,Alexander,M,2003,31st,2003-117,Australia,classical,Primes d'encouragement,1,Don Quichotte - Basile variation,,,,Don Quichotte - Basile variation,Don Quichotte - Basile Variation,1,,
edition31/edition31_sequence_5.mp4,De Block,Jim,M,2003,31st,2003-134,Belgium,classical,Primes d'encouragement,1,La Sylphide - Act I - James variation,,,,La Sylphide - Act I - James variation,La Sylphide - Act 1 - James Variation,1,,
edition31/edition31_sequence_6.mp4,Diuana,Celisa,F,2003,31st,2003-088,Brazil,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III - Aurora variation,,,,Sleeping Beauty - Act III - Aurora variation,Sleeping Beauty - Act 3 - Aurora Variation,1,,
edition31/edition31_sequence_11.mp4,Fukuda,Keigo,M,2003,31st,2003-125,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte - Basile variation,,,,Don Quichotte - Basile variation,Don Quichotte - Basile Variation,1,,
edition31/edition31_sequence_3.mp4,He,Lei,M,2003,31st,2003-119,China,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition31/edition31_sequence_12.mp4,Kim,Sung Min,F,2003,31st,2003-077,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Tableau du R¨ºve,,,,Raymonda - Tableau du R¨ºve,Raymonda - Tableau Du R¨ºve,1,,
edition31/edition31_sequence_13.mp4,Mcrae,Steven,M,2003,31st,2003-122,Australia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition31/edition31_sequence_2.mp4,Polakova,Nina,F,2003,31st,2003-103,Slovakia,classical,Primes d'encouragement,1,Sleeping Beauty - Act III - Aurora variation,,,,Sleeping Beauty - Act III - Aurora variation,Sleeping Beauty - Act 3 - Aurora Variation,1,,
edition31/edition31_sequence_10.mp4,Seo,Hee,F,2003,31st,2003-055,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III - Aurora variation,,,,Sleeping Beauty - Act III - Aurora variation,Sleeping Beauty - Act 3 - Aurora Variation,1,,
edition31/edition31_sequence_7.mp4,Shi,Chao,M,2003,31st,2003-120,China,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,La Sylphide - Act I - James variation,,,,La Sylphide - Act I - James variation,La Sylphide - Act 1 - James Variation,1,,
edition31/edition31_sequence_0.mp4,Shin,Seung-Won,F,2003,31st,2003-023,South Korea,classical,Primes d'encouragement,1,Raymonda - Tableau du R¨ºve,,,,Raymonda - Tableau du R¨ºve,Raymonda - Tableau Du R¨ºve,1,,
edition31/edition31_sequence_9.mp4,Weng,Yaosheng,M,2003,31st,2003-123,China,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act II - Albrecht,,,,Giselle - Act II - Albrecht,Giselle - Act 2 - Albrecht,1,,
edition31/edition31_sequence_8.mp4,Xu,Danqing,F,2003,31st,2003-033,China,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix d'interpr¨¦tation contemporaine,1,La Bayad¨¨re - Gamzatti variation,,,,La Bayad¨¨re - Gamzatti variation,La Bayad¨¨re - Gamzatti Variation,1,,
edition31/edition31_sequence_4.mp4,Yonezawa,Yui,F,2003,31st,2003-020,Japan,classical,Primes d'encouragement,1,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1,,
edition33/edition33_sequence_5.mp4,Azatyan,Karen,M,2005,33rd,2005-111,Armenia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act II - Albrecht,,,,Giselle - Act II - Albrecht,Giselle - Act 2 - Albrecht,1,,
edition33/edition33_sequence_3.mp4,Cherevychko,Denys,M,2005,33rd,2005-110,Ukraine,classical,Primes d'encouragement,1,Don Quichotte - Basile variation,,,,Don Quichotte - Basile variation,Don Quichotte - Basile Variation,1,,
edition33/edition33_sequence_10.mp4,Han,Seo-Hye,F,2005,33rd,2005-035,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Don Quichotte - Kitri,,,,Don Quichotte - Kitri,Don Quichotte - Kitri,1,,
edition33/edition33_sequence_0.mp4,Huang,Rui,F,2005,33rd,2005-093,China,classical,Primes d'encouragement,1,Don Quichotte - Kitri,,,,Don Quichotte - Kitri,Don Quichotte - Kitri,1,,
edition33/edition33_sequence_1.mp4,Huang,Jun-Shuang,M,2005,33rd,2005-103,China,classical,Primes d'encouragement,1,La Sylphide - James variation,,,,La Sylphide - James variation,La Sylphide - James,1,,
edition33/edition33_sequence_6.mp4,Kaiser,Adeline,F,2005,33rd,2005-056,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Aurora variation,,,,Sleeping Beauty - Aurora variation,Sleeping Beauty - Aurora Variation,1,,
edition33/edition33_sequence_4.mp4,Kim,Yu-Jin,F,2005,33rd,2005-034,South Korea,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Tableau du R¨ºve,,,,Raymonda - Tableau du R¨ºve,Raymonda - Tableau Du R¨ºve,1,,
edition33/edition33_sequence_7.mp4,Kimoto,Masayu,M,2005,33rd,2005-107,Japan,classical,Primes d'encouragement,1,La Sylphide - James variation,,,,La Sylphide - James variation,La Sylphide - James,1,,
edition33/edition33_sequence_9.mp4,Ndudi,Zherlin,M,2005,33rd,2005-117,Ukraine,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition33/edition33_sequence_2.mp4,Sayaka,Kado,F,2005,33rd,2005-074,Japan,classical,Primes d'encouragement,1,Sleeping Beauty - Aurora variation,,,,Sleeping Beauty - Aurora variation,Sleeping Beauty - Aurora Variation,1,,
edition33/edition33_sequence_8.mp4,Won,Jin Young,F,2005,33rd,2005-092,South Korea,classical,Bourse d'apprentissage d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix d'interpr¨¦tation contemporaine,1,Raymonda - Tableau du R¨ºve,,,,Raymonda - Tableau du R¨ºve,Raymonda - Tableau Du R¨ºve,1,,
